farm_uid,day_index,crop_type,soil_type,crop_growth_stage,season,region,soil_moisture,temperature,humidity,rainfall_mm,area_hectares,previous_irrigation_mm,irrigation_type,water_source,mulching_used,water_required_mm,irrigation_need,data_source
0,18,Wheat,Loamy,Sowing,Rabi,East,38.3,17.01,58,0.0,2.34,18.27,Drip,Rainwater,Yes,21.51,Low,synthetic_sequence
0,19,Wheat,Loamy,Sowing,Rabi,East,37.88,19.57,60,0.0,2.34,0.0,Drip,Rainwater,Yes,22.79,Medium,synthetic_sequence
0,20,Wheat,Loamy,Sowing,Rabi,East,38.83,19.64,61,0.0,2.34,22.79,Drip,Rainwater,Yes,24.0,Low,synthetic_sequence
0,21,Wheat,Loamy,Sowing,Rabi,East,38.44,18.62,43,0.0,2.34,0.0,Drip,Rainwater,Yes,20.71,Low,synthetic_sequence
0,22,Wheat,Loamy,Sowing,Rabi,East,37.99,21.09,67,0.0,2.34,0.0,Drip,Rainwater,Yes,19.37,Medium,synthetic_sequence
0,23,Wheat,Loamy,Sowing,Rabi,East,37.53,21.88,65,0.0,2.34,0.0,Drip,Rainwater,Yes,25.55,Medium,synthetic_sequence
0,24,Wheat,Loamy,Sowing,Rabi,East,38.71,16.24,49,0.0,2.34,25.55,Drip,Rainwater,Yes,20.88,Low,synthetic_sequence
0,25,Wheat,Loamy,Sowing,Rabi,East,38.21,23.54,53,0.0,2.34,0.0,Drip,Rainwater,Yes,19.08,Low,synthetic_sequence
0,26,Wheat,Loamy,Sowing,Rabi,East,37.7,24.35,70,0.0,2.34,0.0,Drip,Rainwater,Yes,25.53,Medium,synthetic_sequence
0,27,Wheat,Loamy,Sowing,Rabi,East,37.43,12.47,57,0.0,2.34,0.0,Drip,Rainwater,Yes,22.59,Medium,synthetic_sequence
0,28,Wheat,Loamy,Sowing,Rabi,East,37.0,20.44,63,0.0,2.34,0.0,Drip,Rainwater,Yes,24.23,Medium,synthetic_sequence
0,29,Wheat,Loamy,Sowing,Rabi,East,36.69,14.3,51,0.0,2.34,0.0,Drip,Rainwater,Yes,26.42,Medium,synthetic_sequence
0,30,Wheat,Loamy,Vegetative,Rabi,East,36.04,21.52,62,0.0,2.34,0.0,Drip,Rainwater,Yes,32.72,Medium,synthetic_sequence
0,31,Wheat,Loamy,Vegetative,Rabi,East,37.45,18.1,72,0.0,2.34,32.72,Drip,Rainwater,Yes,37.96,Medium,synthetic_sequence
0,32,Wheat,Loamy,Vegetative,Rabi,East,38.98,24.73,58,0.0,2.34,37.96,Drip,Rainwater,Yes,31.35,Low,synthetic_sequence
0,33,Wheat,Loamy,Vegetative,Rabi,East,38.29,22.78,51,0.0,2.34,0.0,Drip,Rainwater,Yes,27.8,Low,synthetic_sequence
0,34,Wheat,Loamy,Vegetative,Rabi,East,37.46,27.32,56,0.0,2.34,0.0,Drip,Rainwater,Yes,35.73,Medium,synthetic_sequence
0,35,Wheat,Loamy,Vegetative,Rabi,East,38.94,21.88,51,0.0,2.34,35.73,Drip,Rainwater,Yes,33.31,Low,synthetic_sequence
0,36,Wheat,Loamy,Vegetative,Rabi,East,38.28,21.73,45,0.0,2.34,0.0,Drip,Rainwater,Yes,39.53,Low,synthetic_sequence
0,37,Wheat,Loamy,Vegetative,Rabi,East,37.66,20.28,51,0.0,2.34,0.0,Drip,Rainwater,Yes,29.75,Medium,synthetic_sequence
0,38,Wheat,Loamy,Vegetative,Rabi,East,38.73,23.57,51,0.0,2.34,29.75,Drip,Rainwater,Yes,31.36,Low,synthetic_sequence
0,39,Wheat,Loamy,Vegetative,Rabi,East,39.81,26.63,55,0.0,2.34,31.36,Drip,Rainwater,Yes,21.64,Low,synthetic_sequence
0,40,Wheat,Loamy,Vegetative,Rabi,East,39.27,17.63,45,0.0,2.34,0.0,Drip,Rainwater,Yes,29.59,Low,synthetic_sequence
0,41,Wheat,Loamy,Vegetative,Rabi,East,38.8,15.69,55,0.0,2.34,0.0,Drip,Rainwater,Yes,33.84,Low,synthetic_sequence
0,42,Wheat,Loamy,Vegetative,Rabi,East,38.2,19.69,63,0.0,2.34,0.0,Drip,Rainwater,Yes,38.45,Low,synthetic_sequence
0,43,Wheat,Loamy,Vegetative,Rabi,East,37.64,18.22,53,0.0,2.34,0.0,Drip,Rainwater,Yes,34.92,Medium,synthetic_sequence
0,44,Wheat,Loamy,Vegetative,Rabi,East,39.09,21.36,56,0.0,2.34,34.92,Drip,Rainwater,Yes,38.79,Low,synthetic_sequence
0,45,Wheat,Loamy,Vegetative,Rabi,East,38.49,19.85,43,0.0,2.34,0.0,Drip,Rainwater,Yes,33.77,Low,synthetic_sequence
0,46,Wheat,Loamy,Vegetative,Rabi,East,37.94,18.08,49,0.0,2.34,0.0,Drip,Rainwater,Yes,32.97,Medium,synthetic_sequence
0,47,Wheat,Loamy,Vegetative,Rabi,East,37.37,18.88,47,0.0,2.34,0.0,Drip,Rainwater,Yes,27.75,Medium,synthetic_sequence
0,48,Wheat,Loamy,Vegetative,Rabi,East,36.47,29.52,44,0.0,2.34,0.0,Drip,Rainwater,Yes,43.94,Medium,synthetic_sequence
0,49,Wheat,Loamy,Vegetative,Rabi,East,38.61,16.31,52,0.0,2.34,43.94,Drip,Rainwater,Yes,39.17,Low,synthetic_sequence
0,50,Wheat,Loamy,Vegetative,Rabi,East,38.0,20.02,61,0.0,2.34,0.0,Drip,Rainwater,Yes,31.98,Low,synthetic_sequence
0,51,Wheat,Loamy,Vegetative,Rabi,East,38.19,15.5,53,6.56,2.34,0.0,Drip,Rainwater,Yes,30.89,Low,synthetic_sequence
0,52,Wheat,Loamy,Vegetative,Rabi,East,37.43,25.05,56,0.0,2.34,0.0,Drip,Rainwater,Yes,34.86,Medium,synthetic_sequence
0,53,Wheat,Loamy,Vegetative,Rabi,East,36.88,18.11,57,0.0,2.34,0.0,Drip,Rainwater,Yes,47.02,Medium,synthetic_sequence
0,54,Wheat,Loamy,Vegetative,Rabi,East,39.2,27.29,58,3.33,2.34,47.02,Drip,Rainwater,Yes,35.82,Low,synthetic_sequence
0,55,Wheat,Loamy,Vegetative,Rabi,East,40.66,22.92,41,0.0,2.34,35.82,Drip,Rainwater,Yes,29.93,Low,synthetic_sequence
0,56,Wheat,Loamy,Vegetative,Rabi,East,40.08,19.11,57,0.0,2.34,0.0,Drip,Rainwater,Yes,28.12,Low,synthetic_sequence
0,57,Wheat,Loamy,Vegetative,Rabi,East,39.47,19.99,56,0.0,2.34,0.0,Drip,Rainwater,Yes,20.25,Low,synthetic_sequence
0,58,Wheat,Loamy,Vegetative,Rabi,East,38.81,21.71,57,0.0,2.34,0.0,Drip,Rainwater,Yes,24.82,Low,synthetic_sequence
0,59,Wheat,Loamy,Vegetative,Rabi,East,37.96,27.91,42,0.0,2.34,0.0,Drip,Rainwater,Yes,32.25,Medium,synthetic_sequence
0,60,Wheat,Loamy,Flowering,Zaid,East,36.81,29.31,37,0.0,2.34,0.0,Drip,Rainwater,Yes,49.01,Medium,synthetic_sequence
0,61,Wheat,Loamy,Flowering,Zaid,East,35.34,37.12,43,0.0,2.34,0.0,Drip,Rainwater,Yes,52.29,Medium,synthetic_sequence
0,62,Wheat,Loamy,Flowering,Zaid,East,34.08,31.96,40,0.0,2.34,0.0,Drip,Rainwater,Yes,57.81,Medium,synthetic_sequence
0,63,Wheat,Loamy,Flowering,Zaid,East,36.14,35.74,38,0.0,2.34,57.81,Drip,Rainwater,Yes,51.44,Medium,synthetic_sequence
0,64,Wheat,Loamy,Flowering,Zaid,East,34.74,35.56,27,0.0,2.34,0.0,Drip,Rainwater,Yes,47.44,Medium,synthetic_sequence
0,65,Wheat,Loamy,Flowering,Zaid,East,33.23,38.29,45,0.0,2.34,0.0,Drip,Rainwater,Yes,52.05,Medium,synthetic_sequence
0,66,Wheat,Loamy,Flowering,Zaid,East,35.21,28.74,34,0.0,2.34,52.05,Drip,Rainwater,Yes,48.27,Medium,synthetic_sequence
0,67,Wheat,Loamy,Flowering,Zaid,East,33.83,35.13,21,0.0,2.34,0.0,Drip,Rainwater,Yes,54.81,Medium,synthetic_sequence
0,68,Wheat,Loamy,Flowering,Zaid,East,32.3,38.66,23,0.0,2.34,0.0,Drip,Rainwater,Yes,60.9,Medium,synthetic_sequence
0,69,Wheat,Loamy,Flowering,Zaid,East,34.45,38.17,42,0.0,2.34,60.9,Drip,Rainwater,Yes,50.6,Medium,synthetic_sequence
0,70,Wheat,Loamy,Flowering,Zaid,East,33.0,36.74,41,0.0,2.34,0.0,Drip,Rainwater,Yes,57.78,Medium,synthetic_sequence
0,71,Wheat,Loamy,Flowering,Zaid,East,31.72,32.48,38,0.0,2.34,0.0,Drip,Rainwater,Yes,64.08,Medium,synthetic_sequence
0,72,Wheat,Loamy,Flowering,Zaid,East,30.43,32.56,51,0.0,2.34,0.0,Drip,Rainwater,Yes,60.17,Medium,synthetic_sequence
0,73,Wheat,Loamy,Flowering,Zaid,East,29.01,35.96,40,0.0,2.34,0.0,Drip,Rainwater,Yes,70.62,Medium,synthetic_sequence
0,74,Wheat,Loamy,Flowering,Zaid,East,27.64,34.94,58,0.0,2.34,0.0,Drip,Rainwater,Yes,62.81,Medium,synthetic_sequence
0,75,Wheat,Loamy,Flowering,Zaid,East,26.4,31.4,40,0.0,2.34,0.0,Drip,Rainwater,Yes,67.67,Medium,synthetic_sequence
0,76,Wheat,Loamy,Flowering,Zaid,East,29.38,27.4,33,0.0,2.34,67.67,Drip,Rainwater,Yes,68.34,Medium,synthetic_sequence
0,77,Wheat,Loamy,Flowering,Zaid,East,28.27,28.06,21,0.0,2.34,0.0,Drip,Rainwater,Yes,67.27,Medium,synthetic_sequence
0,78,Wheat,Loamy,Flowering,Zaid,East,26.87,35.46,41,0.0,2.34,0.0,Drip,Rainwater,Yes,73.76,Medium,synthetic_sequence
0,79,Wheat,Loamy,Flowering,Zaid,East,30.09,30.53,38,0.0,2.34,73.76,Drip,Rainwater,Yes,67.65,Medium,synthetic_sequence
0,80,Wheat,Loamy,Flowering,Zaid,East,29.25,34.82,37,5.33,2.34,0.0,Drip,Rainwater,Yes,58.61,Medium,synthetic_sequence
0,81,Wheat,Loamy,Flowering,Zaid,East,28.67,27.81,21,5.2,2.34,0.0,Drip,Rainwater,Yes,66.96,Medium,synthetic_sequence
0,82,Wheat,Loamy,Flowering,Zaid,East,27.49,36.81,50,2.77,2.34,0.0,Drip,Rainwater,Yes,76.61,Medium,synthetic_sequence
0,83,Wheat,Loamy,Flowering,Zaid,East,26.31,30.07,35,0.0,2.34,0.0,Drip,Rainwater,Yes,70.76,Medium,synthetic_sequence
0,84,Wheat,Loamy,Flowering,Zaid,East,29.14,35.81,53,0.0,2.34,70.76,Drip,Rainwater,Yes,68.43,Medium,synthetic_sequence
0,85,Wheat,Loamy,Flowering,Zaid,East,27.77,34.66,38,0.0,2.34,0.0,Drip,Rainwater,Yes,74.17,Medium,synthetic_sequence
0,86,Wheat,Loamy,Flowering,Zaid,East,30.99,31.13,31,0.0,2.34,74.17,Drip,Rainwater,Yes,63.69,Medium,synthetic_sequence
0,87,Wheat,Loamy,Flowering,Zaid,East,29.65,34.15,42,0.0,2.34,0.0,Drip,Rainwater,Yes,64.16,Medium,synthetic_sequence
0,88,Wheat,Loamy,Flowering,Zaid,East,28.2,36.74,37,0.0,2.34,0.0,Drip,Rainwater,Yes,70.88,Medium,synthetic_sequence
0,89,Wheat,Loamy,Flowering,Zaid,East,26.85,34.22,55,0.0,2.34,0.0,Drip,Rainwater,Yes,73.18,Medium,synthetic_sequence
0,90,Wheat,Loamy,Harvest,Zaid,East,30.57,36.77,33,0.0,2.34,73.18,Drip,Rainwater,Yes,29.02,Medium,synthetic_sequence
0,91,Wheat,Loamy,Harvest,Zaid,East,30.02,30.08,27,0.0,2.34,0.0,Drip,Rainwater,Yes,25.32,Medium,synthetic_sequence
0,92,Wheat,Loamy,Harvest,Zaid,East,30.96,31.97,55,0.0,2.34,25.32,Drip,Rainwater,Yes,24.8,Medium,synthetic_sequence
0,93,Wheat,Loamy,Harvest,Zaid,East,30.38,31.58,37,0.0,2.34,0.0,Drip,Rainwater,Yes,31.83,Medium,synthetic_sequence
0,94,Wheat,Loamy,Harvest,Zaid,East,29.71,36.72,30,0.0,2.34,0.0,Drip,Rainwater,Yes,40.55,Medium,synthetic_sequence
0,95,Wheat,Loamy,Harvest,Zaid,East,29.02,38.02,40,0.0,2.34,0.0,Drip,Rainwater,Yes,30.78,Medium,synthetic_sequence
0,96,Wheat,Loamy,Harvest,Zaid,East,28.47,30.27,43,0.0,2.34,0.0,Drip,Rainwater,Yes,34.34,Medium,synthetic_sequence
0,97,Wheat,Loamy,Harvest,Zaid,East,27.84,34.28,37,0.0,2.34,0.0,Drip,Rainwater,Yes,31.2,Medium,synthetic_sequence
0,98,Wheat,Loamy,Harvest,Zaid,East,29.23,26.59,37,0.0,2.34,31.2,Drip,Rainwater,Yes,24.77,Medium,synthetic_sequence
0,99,Wheat,Loamy,Harvest,Zaid,East,28.57,36.13,34,0.0,2.34,0.0,Drip,Rainwater,Yes,19.69,Medium,synthetic_sequence
0,100,Wheat,Loamy,Harvest,Zaid,East,27.82,41.47,43,0.0,2.34,0.0,Drip,Rainwater,Yes,34.32,Medium,synthetic_sequence
0,101,Wheat,Loamy,Harvest,Zaid,East,27.76,31.96,40,5.27,2.34,0.0,Drip,Rainwater,Yes,33.91,Medium,synthetic_sequence
0,102,Wheat,Loamy,Harvest,Zaid,East,29.24,30.59,47,0.0,2.34,33.91,Drip,Rainwater,Yes,26.86,Medium,synthetic_sequence
0,103,Wheat,Loamy,Harvest,Zaid,East,28.55,37.68,38,0.0,2.34,0.0,Drip,Rainwater,Yes,29.8,Medium,synthetic_sequence
0,104,Wheat,Loamy,Harvest,Zaid,East,29.73,33.46,42,0.0,2.34,29.8,Drip,Rainwater,Yes,28.69,Medium,synthetic_sequence
0,105,Wheat,Loamy,Harvest,Zaid,East,30.88,31.43,43,0.0,2.34,28.69,Drip,Rainwater,Yes,31.29,Medium,synthetic_sequence
0,106,Wheat,Loamy,Harvest,Zaid,East,30.21,37.02,20,0.0,2.34,0.0,Drip,Rainwater,Yes,22.82,Medium,synthetic_sequence
0,107,Wheat,Loamy,Harvest,Zaid,East,29.59,33.87,38,0.0,2.34,0.0,Drip,Rainwater,Yes,29.68,Medium,synthetic_sequence
0,108,Wheat,Loamy,Harvest,Zaid,East,30.83,29.47,45,0.0,2.34,29.68,Drip,Rainwater,Yes,30.34,Medium,synthetic_sequence
0,109,Wheat,Loamy,Harvest,Zaid,East,30.21,34.04,56,0.0,2.34,0.0,Drip,Rainwater,Yes,28.33,Medium,synthetic_sequence
0,110,Wheat,Loamy,Harvest,Zaid,East,29.68,29.39,30,0.0,2.34,0.0,Drip,Rainwater,Yes,28.15,Medium,synthetic_sequence
0,111,Wheat,Loamy,Harvest,Zaid,East,30.77,32.75,42,0.0,2.34,28.15,Drip,Rainwater,Yes,25.82,Medium,synthetic_sequence
0,112,Wheat,Loamy,Harvest,Zaid,East,31.67,35.59,38,0.0,2.34,25.82,Drip,Rainwater,Yes,29.98,Medium,synthetic_sequence
0,113,Wheat,Loamy,Harvest,Zaid,East,32.96,27.93,39,0.0,2.34,29.98,Drip,Rainwater,Yes,22.62,Medium,synthetic_sequence
0,114,Wheat,Loamy,Harvest,Zaid,East,32.45,27.91,50,0.0,2.34,0.0,Drip,Rainwater,Yes,25.82,Medium,synthetic_sequence
0,115,Wheat,Loamy,Harvest,Zaid,East,32.01,24.57,30,0.0,2.34,0.0,Drip,Rainwater,Yes,23.09,Medium,synthetic_sequence
0,116,Wheat,Loamy,Harvest,Zaid,East,32.66,39.99,30,0.0,2.34,23.09,Drip,Rainwater,Yes,27.52,Medium,synthetic_sequence
0,117,Wheat,Loamy,Harvest,Zaid,East,32.14,28.72,41,0.0,2.34,0.0,Drip,Rainwater,Yes,20.61,Medium,synthetic_sequence
0,118,Wheat,Loamy,Harvest,Zaid,East,32.8,31.52,35,0.0,2.34,20.61,Drip,Rainwater,Yes,27.38,Medium,synthetic_sequence
0,119,Wheat,Loamy,Harvest,Zaid,East,32.17,34.8,35,0.0,2.34,0.0,Drip,Rainwater,Yes,24.67,Medium,synthetic_sequence
1,0,Rice,Peaty,Sowing,Kharif,East,47.62,30.61,69,0.0,7.77,0.0,Rainfed,Groundwater,Yes,5.86,Low,synthetic_sequence
1,1,Rice,Peaty,Sowing,Kharif,East,47.29,26.58,67,0.0,7.77,0.0,Rainfed,Groundwater,Yes,13.08,Low,synthetic_sequence
1,2,Rice,Peaty,Sowing,Kharif,East,48.86,33.35,74,19.94,7.77,0.0,Rainfed,Groundwater,Yes,7.0,Low,synthetic_sequence
1,3,Rice,Peaty,Sowing,Kharif,East,48.94,27.4,74,0.0,7.77,7.0,Rainfed,Groundwater,Yes,5.19,Low,synthetic_sequence
1,4,Rice,Peaty,Sowing,Kharif,East,48.92,33.83,95,4.05,7.77,0.0,Rainfed,Groundwater,Yes,8.14,Low,synthetic_sequence
1,5,Rice,Peaty,Sowing,Kharif,East,50.74,28.43,69,21.78,7.77,0.0,Rainfed,Groundwater,Yes,0.36,Low,synthetic_sequence
1,6,Rice,Peaty,Sowing,Kharif,East,52.0,35.16,79,16.98,7.77,0.0,Rainfed,Groundwater,Yes,6.7,Low,synthetic_sequence
1,7,Rice,Peaty,Sowing,Kharif,East,53.21,25.19,64,15.19,7.77,0.0,Rainfed,Groundwater,Yes,11.18,Low,synthetic_sequence
1,8,Rice,Peaty,Sowing,Kharif,East,54.81,34.0,69,20.3,7.77,0.0,Rainfed,Groundwater,Yes,0.31,Low,synthetic_sequence
1,9,Rice,Peaty,Sowing,Kharif,East,54.4,32.64,75,0.0,7.77,0.0,Rainfed,Groundwater,Yes,3.72,Low,synthetic_sequence
1,10,Rice,Peaty,Sowing,Kharif,East,54.69,27.97,77,6.37,7.77,0.0,Rainfed,Groundwater,Yes,5.72,Low,synthetic_sequence
1,11,Rice,Peaty,Sowing,Kharif,East,54.43,21.31,84,0.0,7.77,0.0,Rainfed,Groundwater,Yes,0.94,Low,synthetic_sequence
1,12,Rice,Peaty,Sowing,Kharif,East,54.03,31.51,80,0.0,7.77,0.0,Rainfed,Groundwater,Yes,5.33,Low,synthetic_sequence
1,13,Rice,Peaty,Sowing,Kharif,East,55.9,30.16,76,22.5,7.77,0.0,Rainfed,Groundwater,Yes,8.8,Low,synthetic_sequence
1,14,Rice,Peaty,Sowing,Kharif,East,55.56,27.69,74,0.0,7.77,0.0,Rainfed,Groundwater,Yes,9.78,Low,synthetic_sequence
1,15,Rice,Peaty,Sowing,Kharif,East,57.7,27.73,80,24.85,7.77,0.0,Rainfed,Groundwater,Yes,0.0,Low,synthetic_sequence
1,16,Rice,Peaty,Sowing,Kharif,East,58.5,26.65,59,11.41,7.77,0.0,Rainfed,Groundwater,Yes,2.99,Low,synthetic_sequence
1,17,Rice,Peaty,Sowing,Kharif,East,60.71,28.26,69,25.55,7.77,0.0,Rainfed,Groundwater,Yes,0.0,Low,synthetic_sequence
1,18,Rice,Peaty,Sowing,Kharif,East,62.11,30.68,76,17.9,7.77,0.0,Rainfed,Groundwater,Yes,6.6,Low,synthetic_sequence
1,19,Rice,Peaty,Sowing,Kharif,East,61.75,28.96,76,0.0,7.77,0.0,Rainfed,Groundwater,Yes,0.0,Low,synthetic_sequence
1,20,Rice,Peaty,Sowing,Kharif,East,64.01,27.95,69,26.12,7.77,0.0,Rainfed,Groundwater,Yes,0.0,Low,synthetic_sequence
1,21,Rice,Peaty,Sowing,Kharif,East,66.04,26.23,89,23.52,7.77,0.0,Rainfed,Groundwater,Yes,0.0,Low,synthetic_sequence
1,22,Rice,Peaty,Sowing,Kharif,East,67.32,30.34,78,16.65,7.77,0.0,Rainfed,Groundwater,Yes,4.9,Low,synthetic_sequence
1,23,Rice,Peaty,Sowing,Kharif,East,67.41,31.33,84,1.82,7.77,4.9,Rainfed,Groundwater,Yes,7.8,Low,synthetic_sequence
1,24,Rice,Peaty,Sowing,Kharif,East,69.55,25.94,63,24.7,7.77,0.0,Rainfed,Groundwater,Yes,10.98,Low,synthetic_sequence
1,25,Rice,Peaty,Sowing,Kharif,East,70.79,27.88,70,15.85,7.77,0.0,Rainfed,Groundwater,Yes,0.0,Low,synthetic_sequence
1,26,Rice,Peaty,Sowing,Kharif,East,70.36,34.36,87,0.0,7.77,0.0,Rainfed,Groundwater,Yes,7.21,Low,synthetic_sequence
1,27,Rice,Peaty,Sowing,Kharif,East,72.31,30.33,87,23.33,7.77,0.0,Rainfed,Groundwater,Yes,6.34,Low,synthetic_sequence
1,28,Rice,Peaty,Sowing,Kharif,East,73.28,23.65,78,8.79,7.77,6.34,Rainfed,Groundwater,Yes,10.52,Low,synthetic_sequence
1,29,Rice,Peaty,Sowing,Kharif,East,72.86,33.08,80,0.0,7.77,0.0,Rainfed,Groundwater,Yes,3.84,Low,synthetic_sequence
1,30,Rice,Peaty,Vegetative,Rabi,East,72.57,16.63,58,0.0,7.77,0.0,Rainfed,Groundwater,Yes,0.2,Low,synthetic_sequence
1,31,Rice,Peaty,Vegetative,Rabi,East,72.21,20.68,69,0.0,7.77,0.2,Rainfed,Groundwater,Yes,5.46,Low,synthetic_sequence
1,32,Rice,Peaty,Vegetative,Rabi,East,71.83,21.18,53,0.0,7.77,0.0,Rainfed,Groundwater,Yes,4.81,Low,synthetic_sequence
1,33,Rice,Peaty,Vegetative,Rabi,East,71.83,16.0,59,0.0,7.77,4.81,Rainfed,Groundwater,Yes,0.0,Low,synthetic_sequence
1,34,Rice,Peaty,Vegetative,Rabi,East,71.39,24.98,63,0.0,7.77,0.0,Rainfed,Groundwater,Yes,5.57,Low,synthetic_sequence
1,35,Rice,Peaty,Vegetative,Rabi,East,71.09,16.67,57,0.0,7.77,0.0,Rainfed,Groundwater,Yes,10.56,Low,synthetic_sequence
1,36,Rice,Peaty,Vegetative,Rabi,East,70.73,20.47,45,0.0,7.77,0.0,Rainfed,Groundwater,Yes,6.28,Low,synthetic_sequence
1,37,Rice,Peaty,Vegetative,Rabi,East,70.77,18.69,57,0.0,7.77,6.28,Rainfed,Groundwater,Yes,2.9,Low,synthetic_sequence
1,38,Rice,Peaty,Vegetative,Rabi,East,70.42,19.39,56,0.0,7.77,0.0,Rainfed,Groundwater,Yes,0.86,Low,synthetic_sequence
1,39,Rice,Peaty,Vegetative,Rabi,East,69.94,26.75,45,0.0,7.77,0.0,Rainfed,Groundwater,Yes,0.0,Low,synthetic_sequence
1,40,Rice,Peaty,Vegetative,Rabi,East,69.57,21.12,54,0.0,7.77,0.0,Rainfed,Groundwater,Yes,0.0,Low,synthetic_sequence
1,41,Rice,Peaty,Vegetative,Rabi,East,69.08,27.25,45,0.0,7.77,0.0,Rainfed,Groundwater,Yes,2.4,Low,synthetic_sequence
1,42,Rice,Peaty,Vegetative,Rabi,East,68.73,19.69,66,0.0,7.77,0.0,Rainfed,Groundwater,Yes,4.07,Low,synthetic_sequence
1,43,Rice,Peaty,Vegetative,Rabi,East,68.35,21.14,69,0.0,7.77,0.0,Rainfed,Groundwater,Yes,5.94,Low,synthetic_sequence
1,44,Rice,Peaty,Vegetative,Rabi,East,67.75,33.72,61,0.0,7.77,0.0,Rainfed,Groundwater,Yes,9.29,Low,synthetic_sequence
1,45,Rice,Peaty,Vegetative,Rabi,East,67.41,19.04,62,0.0,7.77,0.0,Rainfed,Groundwater,Yes,6.53,Low,synthetic_sequence
1,46,Rice,Peaty,Vegetative,Rabi,East,67.01,22.35,58,0.0,7.77,0.0,Rainfed,Groundwater,Yes,8.08,Low,synthetic_sequence
1,47,Rice,Peaty,Vegetative,Rabi,East,66.74,15.23,54,0.0,7.77,0.0,Rainfed,Groundwater,Yes,2.64,Low,synthetic_sequence
1,48,Rice,Peaty,Vegetative,Rabi,East,66.46,15.63,51,0.0,7.77,0.0,Rainfed,Groundwater,Yes,5.23,Low,synthetic_sequence
1,49,Rice,Peaty,Vegetative,Rabi,East,66.47,16.97,60,0.0,7.77,5.23,Rainfed,Groundwater,Yes,0.0,Low,synthetic_sequence
1,50,Rice,Peaty,Vegetative,Rabi,East,66.1,20.95,53,0.0,7.77,0.0,Rainfed,Groundwater,Yes,5.3,Low,synthetic_sequence
1,51,Rice,Peaty,Vegetative,Rabi,East,65.65,24.79,46,0.0,7.77,0.0,Rainfed,Groundwater,Yes,1.04,Low,synthetic_sequence
1,52,Rice,Peaty,Vegetative,Rabi,East,65.38,25.98,51,1.91,7.77,0.0,Rainfed,Groundwater,Yes,2.08,Low,synthetic_sequence
1,53,Rice,Peaty,Vegetative,Rabi,East,65.03,19.37,55,0.0,7.77,0.0,Rainfed,Groundwater,Yes,9.61,Low,synthetic_sequence
